title,author,category,pages,published,format,dimensions,price,isbn,isbn_10
Spandex and the City,Jenny T. Colgan,"[""Science Fiction"", ""Fiction""]",368,2017,paperback,"[5, 7.37, 1.23]",16.9,9780356505442,0356505448
Forbidden Love,Jenny Lees,"[""Adult & Contemporary Romance"", ""Romance""]",420,2017,hardcover,"[3.5, 5.5, 1.4]",17.25,9780992613358,0992613353
The Falling Astronauts,Barry N Malzberg,"[""Science Fiction"", ""Fiction""]",216,2017,hardcover,"[4, 6.75, 0.72]",29.75,9780990573388,0990573389
The Edwardians,Vita Sackville-West,"[""Classic Fiction"", ""Fiction""]",272,2017,paperback,"[4, 6.75, 0.91]",25.75,9780525433996,0525433996
Fresh Start,Nita Round,"[""Adult & Contemporary Romance"", ""Romance""]",228,2017,paperback,"[4, 6.75, 0.76]",28.25,9781619293403,1619293404
Lost River,Stephen Booth,"[""Crime & Mystery"", ""Fiction""]",368,2017,paperback,"[4, 6.5, 1.23]",19.5,9780007243501,0007243502
Mediterranean Escapes,Melanie Milburne,"[""Adult & Contemporary Romance"", ""Romance""]",576,2017,"hardcover, paperback","[6, 9, 1.92]",14.95,9781489243362,1489243364
Frank Thorne's Ghita,Frank Thorne,"[""Graphic Novels"", ""Fiction""]",144,2017,"hardcover, paperback","[7, 11, 0.48]",169.4,9781613451113,1613451113
The One,John Marrs,"[""Thrillers & Suspense"", ""Fiction""]",416,2017,"hardcover, paperback","[12.0, 19.0, 1.39]",25.5,9781785036057,178503605X
Tater and the Mystical Boneyard,Rose White,"[""Horror & Ghost Stories"", ""Fantasy Fiction""]",150,2017,hardcover,"[12.0, 19.0, 0.5]",21.25,9781532011818,1532011814
Dead Man Walking,C L Rocks,"[""Modern & Contemporary Fiction"", ""Fiction""]",78,2017,hardcover,"[6.5, 9.25, 0.26]",14.75,9781366206077,136620607X
Air Kisses,Zoe Foster Blake,"[""Modern & Contemporary Fiction"", ""Fiction""]",320,2017,hardcover,"[4, 6.5, 1.07]",19.25,9780143784920,0143784927
Publish and Perish,Anna Castle,"[""Unknown Default Category"", ""\r\nBooks\r\n""]",338,2017,hardcover,"[5.37, 8, 1.13]",20.25,9781945382093,1945382090
I Wish You Happy,Kerry Anne King,"[""Contemporary Women's Fiction "", ""Fiction""]",300,2017,"hardcover, paperback","[6.5, 10, 1.0]",21.75,9781477848869,147784886X
Through the Gate,S L Seib,"[""Fantasy Fiction"", ""Fiction""]",,2017,paperback,"[5, 7.37, 0.6]",52.5,9780995896161,099589616X
Beyond the Aquila Rift,Alastair Reynolds,"[""Science Fiction"", ""Fiction""]",784,2017,"hardcover, paperback","[5, 7.37, 2.62]",19.8,9781473216365,1473216362
The Unusual Cases of Inspector Martinelli,Linda Arditto,"[""Crime & Mystery"", ""Fiction""]",406,2017,"hardcover, paperback","[8.25, 11.5, 1.36]",38.9,9780994360571,0994360576
The Lawman's Rebel Bride,Amanda Renee,"[""Western Romance"", ""Romance""]",224,2017,hardcover,"[5, 7.37, 0.75]",9.9,9780373757671,0373757670
The Last Laugh,Lynn Freed,"[""Modern & Contemporary Fiction"", ""Fiction""]",208,2017,hardcover,"[7, 11, 0.7]",37.25,9780374286651,0374286655
Her Sinful Secret,Jane Porter,"[""Adult & Contemporary Romance"", ""Romance""]",192,2017,paperback,"[7, 11, 0.64]",7.95,9781489224392,1489224394
Escorted By The Ranger/Silent Rescue,C.J. Miller,"[""Adult & Contemporary Romance"", ""Romance""]",576,2017,paperback,"[7, 11, 1.92]",12.5,9781489226211,1489226214
The Last Custodians,Robin Willcourt,"[""Modern & Contemporary Fiction"", ""Fiction""]",300,2017,hardcover,"[7, 11, 1.0]",49.5,9780734670038,0734670036
We Are Legion (We Are Bob),Dennis E Taylor,"[""Science Fiction"", ""Fiction""]",308,2017,"hardcover, paperback","[6.5, 10, 1.03]",25.25,9781680680584,1680680587
What She Knew,Gilly Macmillan,"[""Thrillers & Suspense"", ""Fiction""]",496,2017,hardcover,"[6.5, 9.25, 1.66]",16.75,9780349416861,0349416869
An Amish Garden,Beth Wiseman,"[""Adult & Contemporary Romance"", ""Romance""]",416,2017,paperback,"[5.37, 8, 1.39]",11.9,9780718097660,0718097661
The Best of Bad-Ass Faeries,Jody Lynn Nye,"[""Fantasy Fiction"", ""Fiction""]",326,2017,hardcover,"[4, 6.5, 1.09]",26.9,9781942990505,1942990502
Dog Biscuits,Geonn Cannon,"[""Crime & Mystery"", ""Fiction""]",186,2017,paperback,"[6, 9, 0.62]",18.25,9781944591861,1944591869
Now You See Her,James Patterson,"[""Thrillers & Suspense"", ""Fiction""]",400,2017,"hardcover, paperback","[2, 3, 1.34]",40.5,9781846054686,1846054680
The Adventures Of Superhero Girl (Expanded Edition),Faith Erin Hicks,"[""Comic Strip Fiction & Graphic Novels for Children & Teenagers"", ""Children's Fiction""]",128,2017,hardcover,"[6.5, 9.25, 0.43]",27.25,9781506703367,1506703364
Haikyu!!,Haruichi Furudate,"[""Manga"", ""Graphic Novels""]",192,2017,hardcover,"[5.37, 8, 0.64]",12.5,9781421591018,1421591014
Fatal Cover-Up,Lisa Harris,"[""Religious & Spiritual Fiction"", ""Fiction""]",224,2017,"hardcover, paperback","[9.5, 12.0, 0.75]",9.75,9780373457182,0373457189
"Injustice : Gods Among Us : Year Five, Vol. 2",Brian Buccellato,"[""Superheroes & Super-villains"", ""Graphic Novels""]",144,2017,"hardcover, paperback","[6.5, 10, 0.48]",25.25,9781401272470,1401272479
The Heavy Bear,Tim Bowling,"[""Modern & Contemporary Fiction"", ""Fiction""]",234,2017,hardcover,"[3.5, 5.5, 0.78]",30.25,9781928088325,1928088325
Run for the Devil,J. J. Ballesteros,"[""Thrillers & Suspense"", ""Fiction""]",296,2017,hardcover,"[2.5, 4, 0.99]",28.25,9781532019999,1532019998
Beach House for Rent,Mary Alice Monroe,"[""Contemporary Women's Fiction "", ""Fiction""]",416,2017,hardcover,"[6.5, 9.25, 1.39]",38.5,9781501125461,150112546X
Death of an Outsider,M.C. Beaton,"[""Crime & Mystery"", ""Fiction""]",256,2017,"hardcover, paperback","[4, 6.75, 0.86]",16.9,9781472124081,1472124081
An Arizona Christmas,William W Johnstone,"[""Westerns"", ""Action & Adventure""]",304,2017,paperback,"[2.5, 4, 1.02]",41.25,9781496708243,1496708245
"Emiley in the End, Who Is Innocent?",David Martin Sr,"[""Thrillers & Suspense"", ""Fiction""]",500,2017,hardcover,"[7, 11, 1.67]",53.25,9781478773269,147877326X
Wolf's Empire,Claudia Christian,"[""Space Opera"", ""Science Fiction""]",496,2017,hardcover,"[3.5, 5.5, 1.66]",23.99,9780765337757,0765337754
The Selected Stories of O. Henry,O Henry,"[""Short Stories"", ""Fiction in Translation and Short Stories""]",288,2017,paperback,"[4, 6.75, 0.96]",27.75,9781420955415,1420955411
To Find What Was Lost,James H Goodwin,"[""Romance"", ""Fiction""]",312,2017,hardcover,"[7, 11, 1.04]",28.75,9781432763749,1432763741
The Lyons' Den,Kyle Sullivan Sullivan,"[""Crime & Mystery"", ""Fiction""]",228,2017,"hardcover, paperback","[2.5, 4, 0.76]",20.9,9780997000733,0997000732
Among the Wicked,Linda Castillo,"[""Crime & Mystery"", ""Fiction""]",352,2017,"hardcover, paperback","[6.5, 10, 1.18]",11.9,9781250130242,1250130247
Strong World,Sam Toyi,"[""Graphic Novels"", ""Fiction""]",40,2017,"hardcover, paperback","[3.5, 5.5, 0.14]",32.75,9781364564568,1364564564
Dollface,Dan Mendoza,"[""Graphic Novels"", ""Fiction""]",128,2017,"hardcover, paperback","[6.5, 10, 0.43]",24.25,9781632292483,1632292483
Merely A Marriage,Jo Beverley,"[""Regency Historical Romance\n"", ""Historical Romance""]",384,2017,hardcover,"[5, 7.37, 1.28]",11.9,9780399583537,039958353X
One Week to the Wedding,Olivia Miles,"[""Contemporary Women's Fiction "", ""Fiction""]",384,2017,"hardcover, paperback","[2, 3, 1.28]",22.25,9781455567225,1455567221
Blackmail,Rick Campbell,"[""Thrillers & Suspense"", ""Fiction""]",352,2017,"hardcover, paperback","[5, 7.37, 1.18]",37.5,9781250072160,1250072166
A Second Chance for the Single Dad,Marie Ferrarella,"[""Romance"", ""Fiction""]",240,2017,paperback,"[5.37, 8, 0.8]",10.25,9780373623570,0373623577
Freezing,Dall-Young Lim,"[""Manga"", ""Graphic Novels""]",360,2017,paperback,"[4, 6.5, 1.2]",29.95,9781626924901,1626924902
The Magnate's Mail-Order Bride/Pride And Pregnancy,Joanne Rock,"[""Adult & Contemporary Romance"", ""Romance""]",384,2017,"hardcover, paperback","[8.25, 11.5, 1.28]",11.95,9781489225160,1489225161
Dark Saturday,Nicci French,"[""Thrillers & Suspense"", ""Fiction""]",400,2017,hardcover,"[2, 3, 1.34]",25.75,9780062676665,0062676660
Vita Brevis,Ruth Downie,"[""Crime & Mystery"", ""Fiction""]",384,2017,paperback,"[3.5, 5.5, 1.28]",24.99,9781620409602,1620409607
Marvel: Villains Beware! Ultimate Sticker Book ,Dorling Kindersley,"[""Sticker & Stamp Books"", ""Interactive & Activity Books & Packs""]",32,2017,hardcover,"[5, 7.37, 0.11]",4.75,9781409349044,1409349047
Anything Is Possible,Elizabeth Strout,"[""Modern & Contemporary Fiction"", ""Fiction""]",272,2017,hardcover,"[12.0, 19.0, 0.91]",24.4,9780241287972,0241287979
Sandman Mystery Theatre Book 3,Matt Wagner,"[""Crime & Mystery"", ""Fiction""]",300,2017,paperback,"[4, 6.5, 1.0]",49.5,9781401270940,1401270948
Never Never,Candice Fox,"[""Crime & Mystery"", ""Fiction""]",368,2017,"hardcover, paperback","[12.0, 19.0, 1.23]",14.95,9781925324945,192532494X
You Don't Know Me,Imran Mahmood,"[""Political & Legal Thrillers"", ""Thrillers & Suspense""]",400,2017,hardcover,"[2, 3, 1.34]",27.5,9780718187835,0718187830
Sycamore,Bryn Chancellor,"[""Literature, Poetry & Plays"", ""Non-Fiction""]",320,2017,paperback,"[7, 11, 1.07]",24.95,9780062677129,0062677128
Abe Sapien Volume 9,Mike Mignola,"[""Graphic Novels"", ""Fiction""]",144,2017,hardcover,"[3.5, 5.5, 0.48]",29.95,9781506702209,1506702201
Madame Zero,Sarah Hall,"[""Modern & Contemporary Fiction"", ""Fiction""]",192,2017,"hardcover, paperback","[8.25, 11.5, 0.64]",25.95,9780571290017,0571290019
Kicking from Beyond the 40,Ashad Mukadam,"[""Modern & Contemporary Fiction"", ""Fiction""]",282,2017,"hardcover, paperback","[2, 3, 0.94]",53.25,9781364282752,1364282755
Her Nightly Embrace,Adi Tantimedh,"[""Crime & Mystery"", ""Fiction""]",320,2017,hardcover,"[5, 7.37, 1.07]",18.75,9781473659797,1473659795
The Rising Tower,George Maliakal,"[""Modern & Contemporary Fiction"", ""Fiction""]",236,2017,hardcover,"[8.25, 11.5, 0.79]",116.4,9781366806871,1366806875
The Fourth Monkey,J D Barker,"[""Thrillers & Suspense"", ""Fiction""]",416,2017,hardcover,"[3.5, 5.5, 1.39]",38.5,9780544968844,0544968840
Lover,Anna Raverat,"[""Modern & Contemporary Fiction"", ""Fiction""]",256,2017,"hardcover, paperback","[5.37, 8, 0.86]",14.95,9780330544696,0330544691
Honor Before Heart,Heather McCorkle,"[""Historical Romance"", ""Romance""]",234,2017,paperback,"[8.25, 11.5, 0.78]",27.75,9781516102891,1516102894
The Pinekins,Ophelia Ramirez,"[""Religious & Spiritual Fiction"", ""Fiction""]",24,2017,hardcover,"[3.5, 5.5, 0.08]",22.75,9781545604847,1545604843
Family Of Lies,Mary Monroe,"[""Modern & Contemporary Fiction"", ""Fiction""]",336,2017,paperback,"[6, 9, 1.13]",13.9,9780758274755,0758274750
Legacy of Limga,Faye Roots,"[""Historical Fiction"", ""Fiction""]",170,2017,paperback,"[6.5, 9.25, 0.57]",43.25,9781543400700,1543400701
The Most Beautiful Woman in Florence,Alyssa Palombo,"[""Historical Fiction"", ""Fiction""]",320,2017,paperback,"[7, 11, 1.07]",25.5,9781925481167,1925481166
One Good Thing,Wendy Wax,"[""Modern & Contemporary Fiction"", ""Fiction""]",432,2017,hardcover,"[7, 11, 1.44]",23.35,9780451488619,045148861X
Two Stories,Virginia Woolf,"[""Modern & Contemporary Fiction"", ""Fiction""]",96,2017,"hardcover, paperback","[9.5, 12.0, 0.32]",18.9,9781781090671,178109067X
